id	crop_file	xmin	ymin	xmax	ymax	text	suggested_text	prediction_score	prob	source_image
0	word_000.png	61	67	311	127	SŁAWOMIR	SEAruir	0.000000	0.259456	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
1	word_001.png	316	75	519	131	MROŻEK	gro 2E7	0.000000	0.088799	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
2	word_002.png	71	116	111	167	5	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
3	word_003.png	127	120	175	169	AV	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
4	word_004.png	187	117	321	165	FRANCO	FQANCD	0.000000	0.337241	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
5	word_005.png	343	115	459	167	RUSSE	QUje	0.000000	0.329067	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
6	word_006.png	619	141	675	200	6	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
7	word_007.png	700	140	756	192	05	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
8	word_008.png	777	140	836	192	83	83	0.000000	0.301804	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
9	word_009.png	59	156	187	221	75007	7900}	0.000000	0.576021	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
10	word_010.png	208	159	335	219	PARIS	PARIS	0.000000	0.404676	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
11	word_011.png	67	261	275	317	TYGODNIK	TYGopnK	0.000000	0.233821	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
12	word_012.png	284	251	483	307	POWSZECHNY	YouJicetny	0.000000	0.136020	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
13	word_013.png	75	313	156	364	Red	Peet	0.000000	0.249822	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
14	word_014.png	173	311	284	364	JERZY	2229	0.000000	0.315057	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
15	word_015.png	303	309	484	359	TUROWICZ	JyrausItz	0.000000	0.100710	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
16	word_016.png	255	391	429	456	Drogie	Die	0.000000	0.273121	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
17	word_017.png	451	384	584	463	Panie	paune	0.000000	0.206146	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
18	word_018.png	283	473	337	529	W	L	0.000000	0.336737	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
19	word_019.png	344	480	581	535	załączeniu	Ljeueu;	0.000000	0.114277	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Mrozek\Mrozek2.jpg
