id	crop_file	xmin	ymin	xmax	ymax	text	suggested_text	prediction_score	prob	source_image
0	word_000.jpg	238	432	761	612	Poznań	Poznań	1.000000	0.493915	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
1	word_001.jpg	327	620	1010	814	Łaskawczy	Łaskawczy	1.000000	0.183521	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
2	word_002.jpg	1041	620	1539	825	Panie	Panie	1.000000	0.101596	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
3	word_003.jpg	695	803	905	941	nie	nie	1.000000	0.427195	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
4	word_004.jpg	927	839	1295	958	moge	mogę	1.000000	0.069042	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
5	word_005.jpg	1301	825	1719	980	podjąć	podjąć	1.000000	0.046437	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
6	word_006.jpg	1752	833	1940	974	się	się	1.000000	0.546743	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
7	word_007.jpg	1954	852	2325	971	oceny	oceny	1.000000	0.122119	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
8	word_008.jpg	277	891	653	1074	Pana	Pana	1.000000	0.781876	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
9	word_009.jpg	670	933	1024	1088	pracy	pracy	1.000000	0.509824	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
10	word_010.jpg	1121	958	1514	1099	Radzę	Radzę	1.000000	0.283311	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
11	word_011.jpg	1553	963	1982	1102	zwrócić	zwrócić	1.000000	0.214896	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
12	word_012.jpg	2004	1013	2148	1143	się	się	1.000000	0.149047	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
13	word_013.jpg	2159	994	2342	1138	do	do	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
14	word_014.jpg	318	1074	888	1232	Związku	Związku	1.000000	0.189239	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
15	word_015.jpg	936	1102	1633	1262	Literatów	Literatów	1.000000	0.051590	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
16	word_016.jpg	1691	1135	2389	1284	Noskowskie	Noskowskie	1.000000	0.078741	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
17	word_017.jpg	590	1226	836	1343	24	24	0.000000	0.988181	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
18	word_018.jpg	590	1324	785	1483	Za	Za	1.000000	0.969063	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
19	word_019.jpg	818	1309	1158	1475	miłe	miłe	1.000000	0.117591	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
20	word_020.jpg	1175	1283	1639	1454	słowa	słowa	1.000000	0.137417	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
21	word_021.jpg	1665	1278	2238	1483	dziękuję	dziękuję	1.000000	0.460750	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
22	word_022.jpg	917	1485	1073	1663	Z	Z	1.000000	0.750288	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
23	word_023.jpg	1090	1471	1945	1625	poważaniem	poważąniem	1.000000	0.079727	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
24	word_024.jpg	1194	1617	2395	1841	Iłłakowiczówna	Iłłakowiczówna	1.000000	0.038531	C:\Users\Adi\Desktop\Listy\Illakowiczowna\Illakowiczowna2.jpg
