id	crop_file	xmin	ymin	xmax	ymax	text	suggested_text	prediction_score	prob	source_image
0	word_000.png	22	99	39	125	Po	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
1	word_001.png	45	107	89	132	dłuższym	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
2	word_002.png	95	110	150	133	obcowaniu	s	1.000000	0.017195	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
3	word_003.png	156	116	167	132	z	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
4	word_004.png	173	108	213	132	Księgą	Ksm	1.000000	0.100849	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
5	word_005.png	218	107	258	133	Hioba	1b	1.000000	0.344784	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
6	word_006.png	264	114	340	140	postanowiłem	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
7	word_007.png	344	118	403	142	napisać	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
8	word_008.png	22	138	82	165	puchowy	Puel	1.000000	0.310770	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
9	word_009.png	91	139	146	168	komentarz	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
10	word_010.png	153	145	170	165	i	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
11	word_011.png	195	147	240	168	zrobiłem	2 8,f	0.500000	0.094975	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
12	word_012.png	243	149	256	166	to	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
13	word_013.png	265	155	287	176	przy	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
14	word_014.png	290	156	332	182	sporym	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
15	word_015.png	339	160	386	180	nakładzie	~_	0.000000	0.039369	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
16	word_016.png	22	168	39	192	po	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
17	word_017.png	39	173	53	194	to	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
18	word_018.png	58	172	94	199	tylko	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
19	word_019.png	100	172	128	197	żeby	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
20	word_020.png	133	180	177	197	uznać	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
21	word_021.png	180	183	196	203	je	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
22	word_022.png	202	185	222	203	za	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
23	word_023.png	282	189	295	200	i	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
24	word_024.png	300	191	338	206	zamiast	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
25	word_025.png	387	163	422	186	pracy	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
26	word_026.png	17	203	35	219	co	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
27	word_027.png	40	206	64	228	piszę	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
28	word_028.png	69	206	95	228	tearz	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
29	word_029.png	255	203	296	224	Zwyczajem	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
30	word_030.png	341	192	365	215	[manual]	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
31	word_031.png	372	195	398	215	dać	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
32	word_032.png	403	194	416	210	to	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
33	word_033.png	116	267	137	285	co	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
34	word_034.png	141	268	166	289	tyle	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
35	word_035.png	173	272	204	291	[manual]	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
36	word_036.png	231	244	252	272	A	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
37	word_037.png	263	251	295	272	moim	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
38	word_038.png	299	256	348	274	[manual]	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
39	word_039.png	356	258	387	280	jest	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
40	word_040.png	210	274	249	298	Księgi	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
41	word_041.png	256	275	291	297	Hioba	Kx	1.000000	0.311759	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
42	word_042.png	298	276	318	299	ile	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
43	word_043.png	325	281	403	306	zastanowienie	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
44	word_044.png	406	288	423	305	się	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
45	word_045.png	15	312	40	329	ani	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
46	word_046.png	118	295	153	314	nad	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
47	word_047.png	162	299	194	317	moją	[manual]	1.000000	1.000000	C:\Users\Adi\Desktop\Listy\Milosz\Milosz3.jpg
