id	crop_file	xmin	ymin	xmax	ymax	text	prob	source_image
0	word_000.jpg	368	50	390	91	17	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
1	word_001.jpg	398	54	422	91	IX	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
2	word_002.jpg	157	120	193	158	Moja	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
3	word_003.jpg	200	116	280	154	bezbronna	0.196545	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
4	word_004.jpg	284	125	346	154	ojczyzna	0.157550	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
5	word_005.jpg	353	120	416	157	przyjmie	0.142782	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
6	word_006.jpg	420	126	438	154	cię	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
7	word_007.jpg	446	126	527	157	najeźdzco	0.365267	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
8	word_008.jpg	155	159	172	183	A	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
9	word_009.jpg	174	160	211	190	droga	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
10	word_010.jpg	217	154	256	187	która	0.333432	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
11	word_011.jpg	265	152	294	187	Twą	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
12	word_012.jpg	312	153	376	196	stopę	0.057211	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
13	word_013.jpg	386	153	468	200	dotknęła	0.116049	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
14	word_014.jpg	473	156	525	192	szybko	0.417063	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
15	word_015.jpg	158	183	184	222	się	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
16	word_016.jpg	185	187	236	223	zassie	0.057941	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
17	word_017.jpg	239	185	267	224	nad	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
18	word_018.jpg	272	185	319	217	przepaść	0.178282	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
19	word_019.jpg	162	229	209	271	drogi	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
20	word_020.jpg	215	227	262	274	rzeki	0.099935	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
21	word_021.jpg	268	223	327	268	most	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
22	word_022.jpg	333	223	384	265	leniwe	0.143124	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
23	word_023.jpg	394	224	420	261	mi	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Herbert\Herbert3.png
