id	crop_file	xmin	ymin	xmax	ymax	text	suggested_text	prediction_score	prob	source_image
0	word_000.png	204	282	642	467	Szanowny	hneneuy	0.000000	0.054438	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
1	word_001.png	671	276	1111	471	Redaktorze	2ReJllo_+	0.000000	0.049920	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
2	word_002.png	167	536	540	644	Uprzejmie	Mnvujvic	0.000000	0.210574	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
3	word_003.png	551	551	798	638	proszę	hnaz<	0.000000	0.266704	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
4	word_004.png	818	567	880	622	o	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
5	word_005.png	896	560	1511	638	pomieszczenie	hazez 21x1	0.000000	0.116467	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
6	word_006.png	178	658	267	709	w	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
7	word_007.png	282	640	564	727	Piśmi	Vyzizci	0.000000	0.049764	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
8	word_008.png	593	656	853	720	swojemu	Lrucec	0.000000	0.102751	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
9	word_009.png	893	642	1304	718	załączonczonych	{e Vc	0.000000	0.034739	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
10	word_010.png	1320	631	1524	729	Swego	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
11	word_011.png	176	722	522	813	zdrowie	apn1vie	0.000000	0.118795	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
12	word_012.png	573	711	740	804	słów	[zo	0.000000	0.308092	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
13	word_013.png	753	713	911	802	kilku	kk	0.000000	0.395266	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
14	word_014.png	969	720	1062	793	A	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
15	word_015.png	1067	729	1222	796	mnie	veeuce	0.000000	0.116042	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
16	word_016.png	1244	727	1389	784	inne	4 vvu	0.000000	0.173909	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
17	word_017.png	1393	727	1540	791	pisma	4; Le	0.000000	0.452683	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
18	word_018.png	204	791	304	878	Też	Les	0.000000	0.135862	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
19	word_019.png	293	824	376	898	je	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
20	word_020.png	387	813	789	907	powtórzyć	huvv	0.000000	0.245859	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
21	word_021.png	822	789	1071	889	zachcą	hee hcz	0.000000	0.298304	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
22	word_022.png	691	893	947	1004	Maria	He	0.000000	0.322351	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
23	word_023.png	976	887	1440	1002	Konopnicka	% 2	0.000000	0.469396	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
24	word_024.png	176	982	360	1058	d 31	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
25	word_025.png	393	1020	458	1096	X	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
26	word_026.png	196	1064	378	1140	1902	170 2	0.000000	0.510370	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Konopnicka\Konopnicka3.jpg
